cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
1595,248,2022-08-19 22:29:01,0.0220,4063.96,5436.18,1372.22,275.86,18,0,Validação documentos,40,,022000,2022-08-19
1596,118,2011-09-24 11:16:44,0.0130,127549.13,159760.66,32211.53,2738.76,72,1,Em análise,10,,013000,2011-09-24
1597,256,2011-02-10 21:05:16,0.0123,31638.70,48318.00,16679.30,3381.83,10,5,Enviada,48,,012300,2011-02-10
1598,913,2021-03-31 13:20:50,0.0196,77748.75,114567.75,36819.00,1953.75,78,6,Validação documentos,88,,019600,2021-03-31
1599,794,2011-09-15 01:49:26,0.0228,112893.18,160768.12,47874.94,8971.07,15,1,Validação documentos,30,,022800,2011-09-15
16,981,2020-11-23 10:51:35,0.0092,38057.26,74565.70,36508.44,1118.48,41,4,Validação documentos,73,,009200,2020-11-23
160,609,2014-01-29 11:33:43,0.0135,12591.13,17199.61,4608.48,301.08,62,5,Validação documentos,63,,013500,2014-01-29
1600,498,2017-05-13 12:26:48,0.0129,139121.30,219039.21,79917.91,2285.58,120,3,Enviada,51,,012900,2017-05-13
1601,107,2018-01-21 17:23:59,0.0237,38977.17,53357.45,14380.28,4066.90,11,0,Validação documentos,21,,023700,2018-01-21
1602,858,2017-08-01 09:32:19,0.0225,12469.46,20343.34,7873.88,322.16,92,6,Enviada,17,,022500,2017-08-01
1603,57,2012-11-10 05:55:13,0.0144,131949.64,165245.49,33295.85,3139.69,65,5,Validação documentos,83,,014400,2012-11-10
1604,951,2012-05-08 17:22:56,0.0214,156615.47,187324.21,30708.74,4336.57,70,0,Enviada,45,,021400,2012-05-08
1605,360,2022-06-02 05:55:25,0.0108,69184.68,106081.03,36896.35,1077.86,110,2,Validação documentos,30,,010800,2022-06-02
1606,471,2018-09-14 00:20:00,0.0243,100544.93,132337.01,31792.08,2635.70,109,3,Validação documentos,77,,024300,2018-09-14
1607,130,2020-08-29 02:35:37,0.0230,14037.56,19633.56,5596.00,1007.01,17,0,Enviada,99,,023000,2020-08-29
1608,984,2022-06-05 16:09:28,0.0195,140012.87,177600.69,37587.82,3818.48,65,0,Enviada,25,,019500,2022-06-05
1609,462,2014-03-22 17:34:07,0.0132,127976.70,199943.62,71966.92,2185.99,113,4,Aprovada,27,,013200,2014-03-22
161,602,2015-03-29 02:21:30,0.0214,170214.62,210891.78,40677.16,3954.16,120,0,Em análise,81,,021400,2015-03-29
1610,821,2016-06-07 16:20:11,0.0216,81996.21,154433.47,72437.26,7301.79,13,5,Em análise,11,,021600,2016-06-07
1611,922,2018-12-29 18:53:30,0.0250,36593.79,47142.69,10548.90,971.63,115,2,Em análise,68,,025000,2018-12-29
1612,554,2019-07-23 05:47:24,0.0151,144613.08,174804.35,30191.27,2632.79,118,2,Em análise,73,,015100,2019-07-23
1613,84,2019-04-20 12:35:17,0.0113,19932.13,27473.95,7541.82,354.00,90,4,Aprovada,66,,011300,2019-04-20
1614,175,2014-02-13 19:47:49,0.0175,162254.93,228789.70,66534.77,4835.63,51,2,Enviada,67,,017500,2014-02-13
1615,52,2011-07-23 20:20:19,0.0101,114554.68,147967.72,33413.04,2225.76,73,5,Aprovada,52,,010100,2011-07-23
1616,15,2016-11-22 03:43:25,0.0225,3962.74,4673.56,710.82,248.23,20,4,Enviada,32,,022500,2016-11-22
1617,27,2016-03-13 23:48:07,0.0095,25773.70,46882.51,21108.81,380.67,109,6,Em análise,16,,009500,2016-03-13
1618,463,2016-01-02 20:36:12,0.0211,91289.02,108764.32,17475.30,2233.45,95,2,Em análise,17,,021100,2016-01-02
1619,695,2010-05-11 06:36:10,0.0248,51313.70,71639.69,20325.99,1597.61,65,2,Enviada,87,,024800,2010-05-11
162,289,2018-11-25 02:54:13,0.0200,32620.62,46158.58,13537.96,1783.31,23,6,Enviada,39,,020000,2018-11-25
1620,540,2012-06-08 08:03:18,0.0236,21384.38,25395.30,4010.92,11072.17,2,0,Em análise,2,,023600,2012-06-08
1621,276,2021-08-05 15:21:15,0.0099,43763.28,63723.70,19960.42,1561.06,33,5,Aprovada,65,,009900,2021-08-05
1622,539,2021-02-06 09:13:35,0.0181,1636.69,1952.81,316.12,37.15,89,1,Em análise,6,,018100,2021-02-06
1623,788,2013-03-03 02:24:28,0.0182,139271.38,181642.02,42370.64,2891.60,116,1,Enviada,61,,018200,2013-03-03
1624,843,2018-04-30 23:17:27,0.0197,136705.50,170708.60,34003.10,10615.31,15,6,Validação documentos,18,,019700,2018-04-30
1625,471,2021-05-05 09:01:14,0.0194,74248.97,99675.37,25426.40,1717.17,95,3,Em análise,72,,019400,2021-05-05
1626,513,2014-06-09 05:47:59,0.0086,137529.13,214897.57,77368.44,8730.40,17,2,Aprovada,26,,008600,2014-06-09
1627,651,2010-09-11 16:37:09,0.0229,102199.63,152867.12,50667.49,2579.76,105,1,Validação documentos,54,,022900,2010-09-11
1628,692,2015-12-23 21:17:21,0.0151,49577.64,95954.47,46376.83,2567.56,23,5,Enviada,90,,015100,2015-12-23
1629,989,2015-07-04 06:01:40,0.0111,93795.29,147038.79,53243.50,1517.18,105,5,Aprovada,10,,011100,2015-07-04
163,351,2015-02-24 17:31:12,0.0212,42111.08,64496.04,22384.96,1037.10,94,0,Em análise,39,,021200,2015-02-24
1630,267,2011-08-14 18:34:21,0.0103,126546.13,227988.54,101442.41,5572.80,26,5,Aprovada,69,,010300,2011-08-14
1631,784,2018-06-03 17:54:50,0.0178,7629.91,10451.96,2822.05,199.03,65,6,Validação documentos,44,,017800,2018-06-03
1632,353,2014-04-11 14:33:47,0.0163,55065.81,82963.36,27897.55,3393.49,19,5,Aprovada,28,,016300,2014-04-11
1633,777,2020-10-19 11:04:57,0.0148,114343.15,184175.48,69832.33,3675.16,42,1,Aprovada,27,,014800,2020-10-19
1634,89,2021-05-31 18:45:33,0.0096,28144.09,37257.18,9113.09,2023.58,15,4,Em análise,40,,009600,2021-05-31
1635,309,2016-01-01 02:48:16,0.0174,124807.59,156702.31,31894.72,2767.83,89,1,Enviada,45,,017400,2016-01-01
1636,415,2011-10-03 22:04:15,0.0165,25824.28,43099.78,17275.50,523.03,103,3,Aprovada,59,,016500,2011-10-03
1637,624,2016-08-07 01:58:15,0.0081,67980.47,111265.80,43285.33,2184.61,36,6,Validação documentos,61,,008100,2016-08-07
1638,784,2010-07-18 18:46:14,0.0186,154093.17,224203.36,70110.19,3901.09,72,2,Enviada,41,,018600,2010-07-18
1639,827,2013-12-09 22:00:45,0.0129,155881.86,206120.59,50238.73,3091.64,82,2,Enviada,6,,012900,2013-12-09
164,59,2015-08-04 08:33:35,0.0213,71884.51,123637.15,51752.64,2299.75,52,6,Aprovada,10,,021300,2015-08-04
1640,454,2022-11-19 04:22:11,0.0196,135476.44,174381.78,38905.34,4225.57,51,0,Aprovada,53,,019600,2022-11-19
1641,966,2014-08-06 18:51:13,0.0237,54505.62,67276.37,12770.75,1799.83,54,4,Em análise,96,,023700,2014-08-06
1642,702,2012-09-16 12:09:03,0.0138,67181.27,125046.97,57865.70,1242.70,100,6,Aprovada,90,,013800,2012-09-16
1643,72,2010-10-18 00:39:23,0.0201,77521.81,99610.52,22088.71,1722.77,118,2,Em análise,96,,020100,2010-10-18
1644,982,2022-04-18 13:58:35,0.0153,176429.51,236059.85,59630.34,3518.36,96,2,Enviada,52,,015300,2022-04-18
1645,169,2021-01-12 23:53:55,0.0081,23609.29,31956.29,8347.00,2252.01,11,2,Em análise,4,,008100,2021-01-12
1646,475,2021-07-16 23:07:48,0.0137,30553.57,38268.91,7715.34,804.37,54,0,Validação documentos,92,,013700,2021-07-16
1647,555,2021-02-26 01:43:57,0.0142,132888.48,171688.88,38800.40,4844.51,35,1,Aprovada,69,,014200,2021-02-26
1648,323,2022-01-21 11:07:44,0.0199,10436.76,12302.68,1865.92,229.24,120,6,Em análise,26,,019900,2022-01-21
1649,22,2016-04-13 17:42:59,0.0216,60844.65,108336.43,47491.78,3384.63,23,2,Em análise,56,,021600,2016-04-13
165,651,2011-11-07 03:16:25,0.0222,188359.28,232132.96,43773.68,7268.74,39,3,Enviada,25,,022200,2011-11-07
1650,638,2018-11-29 16:22:41,0.0210,71752.24,104875.69,33123.45,1645.55,119,6,Enviada,41,,021000,2018-11-29
1651,701,2012-11-28 06:18:36,0.0178,146684.84,186257.79,39572.95,3414.54,82,0,Aprovada,18,,017800,2012-11-28
1652,506,2019-08-24 17:07:55,0.0154,141379.94,247982.84,106602.90,3489.35,64,1,Validação documentos,19,,015400,2019-08-24
1653,561,2011-04-05 12:19:20,0.0238,145083.20,245724.28,100641.08,4091.00,79,4,Em análise,96,,023800,2011-04-05
1654,673,2021-10-20 23:40:51,0.0170,8983.78,15413.04,6429.26,258.53,53,2,Em análise,87,,017000,2021-10-20
1655,469,2014-05-23 12:01:59,0.0087,200491.47,244528.99,44037.52,3295.17,87,0,Enviada,32,,008700,2014-05-23
1656,682,2020-04-28 10:43:12,0.0223,11145.28,15777.05,4631.77,11393.82,1,0,Validação documentos,44,,022300,2020-04-28
1657,143,2012-12-04 16:03:16,0.0234,59345.81,88251.41,28905.60,3609.27,21,2,Aprovada,94,,023400,2012-12-04
1658,193,2013-12-26 07:07:03,0.0084,29155.84,49624.09,20468.25,398.45,114,3,Enviada,57,,008400,2013-12-26
1659,408,2013-05-14 21:17:20,0.0086,142604.91,189689.52,47084.61,2587.95,75,4,Aprovada,73,,008600,2013-05-14
166,797,2018-03-09 21:36:48,0.0131,29005.84,51685.61,22679.77,2441.14,13,4,Aprovada,38,,013100,2018-03-09
1660,563,2020-12-09 02:05:38,0.0103,24663.29,35565.54,10902.25,362.10,118,0,Em análise,89,,010300,2020-12-09
1661,757,2013-03-23 08:16:09,0.0113,11049.09,15423.46,4374.37,229.26,70,6,Validação documentos,94,,011300,2013-03-23
1662,693,2021-03-14 01:34:29,0.0199,205244.56,247930.69,42686.13,5942.47,59,4,Enviada,72,,019900,2021-03-14
1663,381,2020-07-13 19:37:25,0.0233,134122.58,193574.19,59451.61,4239.79,58,4,Validação documentos,86,,023300,2020-07-13
1664,805,2015-11-24 23:41:06,0.0206,148664.91,209612.60,60947.69,5245.01,43,6,Enviada,99,,020600,2015-11-24
1665,490,2010-04-14 18:17:56,0.0162,109303.53,188133.22,78829.69,3340.16,47,0,Em análise,32,,016200,2010-04-14
1666,544,2013-03-02 00:43:51,0.0239,64049.30,106188.84,42139.54,2124.06,54,2,Em análise,21,,023900,2013-03-02
1667,684,2013-11-18 00:51:25,0.0120,118073.18,178655.96,60582.78,2710.79,62,6,Validação documentos,73,,012000,2013-11-18
1668,710,2022-06-26 16:49:25,0.0240,18369.72,32359.22,13989.50,495.46,93,5,Em análise,49,,024000,2022-06-26
1669,65,2022-09-24 01:37:57,0.0179,88993.97,116726.64,27732.67,1851.35,111,5,Enviada,8,,017900,2022-09-24
167,388,2015-11-06 09:02:27,0.0209,33766.86,62728.89,28962.03,984.49,61,2,Em análise,59,,020900,2015-11-06
1670,370,2016-07-20 12:27:44,0.0154,96552.03,133711.72,37159.69,1960.07,93,5,Em análise,1,,015400,2016-07-20
1671,247,2010-04-02 21:25:41,0.0193,10533.78,18464.59,7930.81,240.20,98,4,Validação documentos,15,,019300,2010-04-02
1672,849,2013-03-15 09:17:38,0.0245,75163.87,116332.44,41168.57,2103.94,86,6,Aprovada,91,,024500,2013-03-15
1673,28,2018-05-30 16:04:13,0.0132,139839.83,240449.39,100609.56,2861.30,79,5,Aprovada,87,,013200,2018-05-30
1674,984,2016-09-03 16:45:09,0.0179,1630.76,2345.51,714.75,47.89,53,6,Validação documentos,88,,017900,2016-09-03
1675,729,2021-07-19 11:14:53,0.0226,154071.59,208040.39,53968.80,9296.03,21,1,Aprovada,73,,022600,2021-07-19
1676,924,2017-07-26 11:23:19,0.0170,118131.86,192952.64,74820.78,3323.16,55,3,Validação documentos,43,,017000,2017-07-26
1677,881,2022-04-06 04:53:30,0.0117,130962.24,236449.64,105487.40,2162.43,106,5,Validação documentos,54,,011700,2022-04-06
1678,598,2013-08-26 22:45:30,0.0228,71043.04,136473.69,65430.65,1914.51,83,5,Em análise,8,,022800,2013-08-26
1679,845,2021-12-05 06:09:15,0.0146,15546.42,20258.27,4711.85,597.04,33,0,Enviada,30,,014600,2021-12-05
168,376,2011-12-22 20:22:34,0.0131,190416.90,226478.76,36061.86,13269.33,16,3,Validação documentos,23,,013100,2011-12-22
1680,576,2019-09-03 17:41:19,0.0192,113297.73,189031.05,75733.32,2422.57,120,1,Enviada,60,,019200,2019-09-03
1681,818,2022-09-28 06:11:04,0.0176,69681.57,120595.76,50914.19,70907.96,1,2,Enviada,76,,017600,2022-09-28
1682,561,2012-08-16 07:19:49,0.0111,101157.39,141781.50,40624.11,4824.43,24,0,Enviada,45,,011100,2012-08-16
1683,251,2016-10-08 15:46:43,0.0242,170155.87,226373.23,56217.36,7545.27,33,1,Enviada,74,,024200,2016-10-08
1684,868,2020-12-21 01:38:42,0.0160,124537.07,172060.29,47523.22,4886.84,33,4,Validação documentos,36,,016000,2020-12-21
1685,429,2019-02-28 23:32:16,0.0145,140067.95,185209.06,45141.11,3758.37,54,2,Enviada,95,,014500,2019-02-28
1686,800,2018-05-06 19:19:27,0.0111,177277.25,232496.10,55218.85,3047.44,94,3,Enviada,41,,011100,2018-05-06
1687,97,2014-04-08 10:59:32,0.0238,8478.48,15061.37,6582.89,266.86,60,0,Aprovada,87,,023800,2014-04-08
1688,889,2014-05-16 23:57:47,0.0233,101556.81,162054.91,60498.10,2836.82,78,2,Enviada,99,,023300,2014-05-16
1689,816,2014-11-06 06:59:00,0.0122,101627.79,124087.64,22459.85,3759.54,33,5,Validação documentos,33,,012200,2014-11-06
169,992,2017-04-04 09:33:29,0.0248,143912.43,179264.45,35352.02,4011.39,90,3,Aprovada,37,,024800,2017-04-04
1690,96,2018-09-28 23:05:57,0.0229,120462.05,240896.16,120434.11,4115.70,49,4,Aprovada,49,,022900,2018-09-28
1691,154,2020-12-29 01:20:14,0.0175,43602.63,56330.60,12727.97,15045.85,3,3,Enviada,91,,017500,2020-12-29
1692,18,2013-06-15 08:53:20,0.0174,58403.13,83810.27,25407.14,1495.07,66,4,Validação documentos,35,,017400,2013-06-15
1693,171,2022-06-09 07:29:31,0.0172,137832.32,200827.95,62995.63,3895.53,55,2,Aprovada,22,,017200,2022-06-09
1694,380,2016-12-01 23:53:05,0.0211,178018.87,246290.84,68271.97,4542.44,84,6,Validação documentos,83,,021100,2016-12-01
1695,497,2010-05-14 22:57:17,0.0085,22425.95,29841.47,7415.52,349.85,93,0,Em análise,28,,008500,2010-05-14
1696,75,2011-06-17 04:03:46,0.0248,9723.65,12962.70,3239.05,328.70,54,4,Aprovada,98,,024800,2011-06-17
1697,564,2022-02-14 03:38:55,0.0223,55592.06,107539.76,51947.70,1382.27,103,2,Validação documentos,47,,022300,2022-02-14
1698,974,2010-07-02 04:01:02,0.0134,102374.26,181186.45,78812.19,1830.28,104,0,Aprovada,11,,013400,2010-07-02
1699,398,2016-08-20 11:15:30,0.0243,113319.56,180095.69,66776.13,3508.35,64,5,Aprovada,46,,024300,2016-08-20
17,543,2019-05-27 06:18:08,0.0237,35834.33,65794.08,29959.75,907.86,117,1,Validação documentos,63,,023700,2019-05-27
170,23,2015-09-14 03:02:11,0.0187,76505.07,94013.94,17508.87,16170.00,5,2,Enviada,51,,018700,2015-09-14
1700,775,2019-05-07 05:07:29,0.0116,128716.75,229765.57,101048.82,2720.80,69,2,Aprovada,80,,011600,2019-05-07
1701,520,2017-07-27 12:57:36,0.0206,115989.26,228157.36,112168.10,3357.18,61,4,Enviada,70,,020600,2017-07-27
1702,764,2022-06-22 00:00:17,0.0240,144333.30,201185.56,56852.26,4231.11,72,5,Enviada,95,,024000,2022-06-22
1703,754,2019-11-02 14:03:31,0.0154,41556.91,66409.58,24852.67,852.05,91,3,Aprovada,65,,015400,2019-11-02
1704,469,2019-12-28 08:48:19,0.0107,88559.03,126308.79,37749.76,4203.61,24,6,Aprovada,32,,010700,2019-12-28
1705,585,2020-04-30 19:05:21,0.0245,104978.22,157068.88,52090.66,2843.76,97,0,Aprovada,9,,024500,2020-04-30
1706,790,2015-03-28 23:40:51,0.0186,89739.30,140752.04,51012.74,2920.05,46,1,Validação documentos,71,,018600,2015-03-28
1707,677,2013-09-24 02:11:16,0.0243,49442.53,67691.33,18248.80,1625.04,56,0,Validação documentos,84,,024300,2013-09-24
1708,834,2020-04-25 16:06:35,0.0085,204394.41,249758.68,45364.27,16673.98,13,1,Em análise,71,,008500,2020-04-25
1709,621,2012-03-10 19:25:50,0.0232,68060.22,80872.04,12811.82,2129.24,59,5,Em análise,45,,023200,2012-03-10
171,287,2012-08-25 06:18:44,0.0202,65243.90,81561.96,16318.06,1549.75,95,5,Validação documentos,61,,020200,2012-08-25
1710,483,2015-05-16 08:45:18,0.0128,107807.31,215518.86,107711.55,1763.15,120,3,Validação documentos,66,,012800,2015-05-16
1711,640,2021-10-27 10:13:35,0.0249,120893.69,195580.94,74687.25,3231.63,109,3,Enviada,66,,024900,2021-10-27
1712,398,2014-04-18 03:30:23,0.0248,62315.23,77901.30,15586.07,3989.80,20,3,Validação documentos,67,,024800,2014-04-18
1713,890,2022-01-26 09:46:22,0.0204,140006.35,227540.41,87534.06,3967.93,63,2,Enviada,68,,020400,2022-01-26
1714,307,2013-10-24 08:19:30,0.0233,110972.56,195170.00,84197.44,3268.16,68,5,Em análise,29,,023300,2013-10-24
1715,874,2016-02-20 17:55:53,0.0233,1851.55,2551.30,699.75,47.93,100,0,Em análise,33,,023300,2016-02-20
1716,366,2014-06-28 05:06:57,0.0155,32782.29,60601.82,27819.53,605.17,119,4,Validação documentos,84,,015500,2014-06-28
1717,590,2019-02-08 00:42:30,0.0231,35631.20,61361.35,25730.15,1196.37,51,6,Em análise,77,,023100,2019-02-08
1718,379,2011-08-21 17:37:22,0.0117,162981.10,207719.18,44738.08,3057.87,84,4,Enviada,26,,011700,2011-08-21
1719,276,2018-07-29 04:11:23,0.0112,119323.20,189724.55,70401.35,3717.42,40,1,Em análise,12,,011200,2018-07-29
172,381,2020-08-30 10:32:52,0.0186,90424.09,135771.10,45347.01,1897.54,118,1,Validação documentos,37,,018600,2020-08-30
1720,418,2011-02-01 18:03:20,0.0083,145031.99,234466.30,89434.31,8707.53,18,1,Aprovada,21,,008300,2011-02-01
1721,768,2013-04-23 23:30:48,0.0094,106194.46,182320.84,76126.38,1479.71,120,2,Em análise,80,,009400,2013-04-23
1722,576,2018-05-01 11:41:20,0.0202,148512.46,190244.09,41731.63,26531.21,6,0,Validação documentos,10,,020200,2018-05-01
1723,74,2019-10-05 15:46:01,0.0123,9475.49,11149.75,1674.26,221.74,61,0,Aprovada,39,,012300,2019-10-05
1724,673,2012-05-15 11:46:09,0.0185,62123.72,119646.36,57522.64,1613.05,68,0,Enviada,99,,018500,2012-05-15
1725,923,2019-08-01 02:38:40,0.0158,38494.16,47082.59,8588.43,845.78,81,3,Validação documentos,76,,015800,2019-08-01
1726,56,2014-05-24 22:58:13,0.0149,57910.76,77127.49,19216.73,3691.73,18,4,Enviada,22,,014900,2014-05-24
1727,964,2016-01-26 18:02:16,0.0236,103497.56,122189.85,18692.29,10792.90,11,2,Enviada,84,,023600,2016-01-26
1728,545,2017-12-17 12:46:31,0.0190,31701.49,49986.53,18285.04,675.64,118,1,Enviada,12,,019000,2017-12-17
1729,647,2010-09-23 16:39:54,0.0142,88228.67,126716.15,38487.48,1550.75,117,2,Em análise,2,,014200,2010-09-23
173,664,2020-11-13 20:28:15,0.0136,5709.75,10584.10,4874.35,123.85,73,3,Aprovada,67,,013600,2020-11-13
1730,842,2011-09-18 14:17:27,0.0096,6452.37,12480.59,6028.22,183.86,43,0,Em análise,23,,009600,2011-09-18
1731,728,2011-11-15 20:46:04,0.0113,112833.11,136361.06,23527.95,2150.13,80,5,Aprovada,73,,011300,2011-11-15
1732,897,2015-04-01 00:18:46,0.0099,127680.76,163284.53,35603.77,3881.21,40,5,Enviada,59,,009900,2015-04-01
1733,893,2013-01-26 13:05:13,0.0136,59498.98,112145.98,52647.00,1270.47,75,2,Enviada,59,,013600,2013-01-26
1734,819,2021-03-07 09:04:04,0.0218,40229.92,69161.21,28931.29,994.62,99,0,Em análise,58,,021800,2021-03-07
1735,725,2016-11-21 07:39:18,0.0088,86125.76,143359.53,57233.77,1323.79,97,3,Aprovada,2,,008800,2016-11-21
1736,843,2013-08-22 10:24:07,0.0203,75089.47,88448.20,13358.73,2351.19,52,5,Enviada,82,,020300,2013-08-22
1737,65,2014-07-16 22:00:38,0.0188,17028.04,26437.75,9409.71,1598.32,12,3,Em análise,86,,018800,2014-07-16
1738,219,2021-05-22 08:30:28,0.0177,148260.38,235254.36,86993.98,3923.15,63,3,Validação documentos,41,,017700,2021-05-22
1739,317,2012-06-22 15:23:21,0.0203,25262.26,29962.47,4700.21,708.64,64,3,Enviada,26,,020300,2012-06-22
174,530,2011-06-11 02:50:28,0.0181,51830.18,93711.89,41881.71,4844.03,12,0,Em análise,20,,018100,2011-06-11
1740,106,2013-07-02 02:14:50,0.0158,104385.14,127554.48,23169.34,2854.57,55,6,Aprovada,76,,015800,2013-07-02
1741,295,2020-09-07 16:30:31,0.0083,9775.19,19046.08,9270.89,146.15,98,3,Validação documentos,51,,008300,2020-09-07
1742,569,2014-07-22 00:48:43,0.0237,87748.67,166304.05,78555.38,2306.56,99,1,Enviada,95,,023700,2014-07-22
1743,849,2012-04-30 08:47:28,0.0238,119159.38,210854.80,91695.42,13530.72,10,6,Em análise,86,,023800,2012-04-30
1744,159,2016-03-04 20:31:58,0.0180,1317.13,1605.63,288.50,36.08,60,2,Enviada,1,,018000,2016-03-04
1745,424,2017-08-27 09:57:32,0.0234,12940.98,20831.83,7890.85,517.83,38,6,Validação documentos,47,,023400,2017-08-27
1746,599,2012-10-05 07:22:25,0.0211,10378.52,13825.63,3447.11,364.38,44,1,Aprovada,39,,021100,2012-10-05
1747,742,2021-12-29 01:19:30,0.0148,23857.95,35765.89,11907.94,602.72,60,1,Aprovada,96,,014800,2021-12-29
1748,7,2013-09-23 09:38:22,0.0187,28240.99,41620.86,13379.87,947.36,44,6,Validação documentos,54,,018700,2013-09-23
1749,417,2011-08-26 02:37:13,0.0137,171358.66,238501.49,67142.83,4037.84,64,1,Enviada,51,,013700,2011-08-26
175,135,2013-10-05 14:39:58,0.0219,26496.31,49172.28,22675.97,1347.44,26,5,Validação documentos,22,,021900,2013-10-05
1750,756,2020-04-14 11:58:17,0.0211,46664.99,71877.71,25212.72,1290.05,69,4,Em análise,30,,021100,2020-04-14
1751,109,2015-05-31 07:00:45,0.0180,4285.81,7194.61,2908.80,120.86,57,5,Validação documentos,49,,018000,2015-05-31
1752,455,2021-03-30 22:07:32,0.0139,109165.30,204223.76,95058.46,5578.01,23,0,Aprovada,38,,013900,2021-03-30
1753,714,2014-08-20 01:52:14,0.0210,63938.03,79170.55,15232.52,2341.34,41,1,Aprovada,63,,021000,2014-08-20
1754,234,2021-04-09 05:30:12,0.0247,152085.65,190172.16,38086.51,3968.87,120,2,Em análise,64,,024700,2021-04-09
1755,796,2011-11-30 17:59:21,0.0240,189893.04,242076.45,52183.41,5137.01,92,0,Em análise,90,,024000,2011-11-30
1756,735,2022-11-29 10:16:17,0.0154,63844.52,105904.92,42060.40,1865.35,49,2,Aprovada,75,,015400,2022-11-29
1757,83,2015-09-02 22:18:36,0.0237,32836.10,53486.63,20650.53,1242.94,42,2,Enviada,52,,023700,2015-09-02
1758,176,2010-01-10 08:12:47,0.0133,96404.11,184043.36,87639.25,1673.39,110,6,Validação documentos,99,,013300,2010-01-10
1759,42,2021-01-19 09:33:14,0.0235,164590.18,199065.77,34475.59,8780.73,25,5,Enviada,43,,023500,2021-01-19
176,599,2010-02-18 18:49:39,0.0200,123385.95,217428.35,94042.40,16843.39,8,3,Em análise,23,,020000,2010-02-18
1760,855,2013-03-05 04:45:03,0.0098,103363.73,149314.80,45951.07,3201.83,39,5,Em análise,30,,009800,2013-03-05
1761,754,2019-06-28 21:41:31,0.0184,99966.57,196939.35,96972.78,5566.62,22,6,Aprovada,33,,018400,2019-06-28
1762,411,2014-02-04 21:28:55,0.0181,82020.39,158702.58,76682.19,4729.75,21,3,Enviada,96,,018100,2014-02-04
1763,259,2018-11-29 00:28:49,0.0203,104327.98,165881.46,61553.48,10678.22,11,5,Aprovada,80,,020300,2018-11-29
1764,828,2021-12-30 15:55:20,0.0161,53741.01,76298.13,22557.12,1029.22,115,2,Enviada,39,,016100,2021-12-30
